session,species,size_bin,SVC_abundance,prey_abundance,pred_abundance
144,bridled goby,2,0,5,0
144,butter hamlet,3,0,2,0
144,creole wrasse,1,0,1,0
144,doctorfish,4,0,1,0
144,goldspot goby,1,0,5,0
144,gray angelfish,6,0,2,0
144,greenblotch parrotfish,1,0,1,0
144,longfin damselfish,2,0,1,0
144,pallid goby,1,0,8,0
144,princess parrotfish,2,0,2,0
144,redband parrotfish,1,0,3,0
144,redband parrotfish,2,0,2,0
144,redband parrotfish,3,0,2,0
144,stoplight parrotfish,2,0,1,0
144,black grouper,6,0,0,1
144,graysby,4,0,0,3
144,graysby,5,0,0,4
144,lionfish,5,0,0,2
144,lionfish,6,0,0,1
144,nassau grouper,6,0,0,1
145,cocoa damselfish,2,2,0,0
145,gray snapper,5,2,1,0
145,trumpetfish,6,2,1,2
145,bar jack,2,2,0,0
145,yellowhead wrasse,2,3,1,0
145,bluehead wrasse,2,7,4,0
145,striped parrotfish,1,18.75,6,0
145,yellowtail snapper,3,1,2,0
145,white grunt,3,1,2,0
145,slippery dick,2,1,0,0
145,blue tang,3,1,0,0
145,redband parrotfish,3,1,3,0
145,stoplight parrotfish,3,1,1,0
145,townsend angelfish,3,1,0,0
145,banded butterflyfish,2,1,0,0
145,bluestriped grunt,4,1,1,0
145,puddingwife,1,1,0,0
145,striped parrotfish,2,6.25,15,0
145,bluehead wrasse,3,1,0,0
145,beaugregory,2,0,2,0
145,bicolor damselfish,2,0,1,0
145,blue parrotfish,2,0,1,0
145,bluehead wrasse,1,0,2,0
145,bluestriped grunt,3,0,1,0
145,bluestriped grunt,5,0,1,0
145,bluestriped grunt,6,0,1,0
145,bridled goby,1,0,2,0
145,butter hamlet,2,0,2,0
145,doctorfish,4,0,1,0
145,foureye butterflyfish,2,0,1,0
145,french grunt,3,0,2,0
145,french grunt,4,0,1,0
145,goldspot goby,1,0,1,0
145,masked goby,1,0,6,0
145,midnight parrotfish,2,0,1,0
145,ocean surgeonfish,3,0,1,0
145,puddingwife,2,0,1,0
145,queen angelfish,3,0,1,0
145,redband parrotfish,1,0,8,0
145,redband parrotfish,2,0,7,0
145,redband parrotfish,4,0,1,0
145,sharpnose puffer,2,0,2,0
145,smooth trunkfish,4,0,1,0
145,stoplight parrotfish,1,0,10,0
145,stoplight parrotfish,2,0,9,0
145,stoplight parrotfish,5,0,2,0
145,striped parrotfish,3,0,1,0
145,threespot damselfish,2,0,2,0
145,white grunt,4,0,5,0
145,lionfish,4,0,0,1
145,red grouper,6,0,0,2
146,white grunt,3,1,14,0
146,blue tang,3,1,0,0
146,atlantic spadefish,5,1,0,0
146,bluestriped grunt,4,2,2,0
146,bicolor damselfish,1,2,0,0
146,bluehead wrasse,1,1,0,0
146,redband parrotfish,1,6.75,27,0
146,stoplight parrotfish,1,3.75,7,0
146,striped parrotfish,1,15,16,0
146,yellow chub,5,1,0,0
146,yellowtail snapper,2,9.75,0,0
146,bar jack,2,6.75,0,0
146,masked goby,1,10,11,0
146,bluehead wrasse,2,10,1,0
146,yellow chub,6,12,0,0
146,slippery dick,2,1,0,0
146,spotted moray,6,1,0,2
146,harlequin bass,2,1,0,0
146,gray snapper,5,1,6,0
146,ocean surgeonfish,3,1,1,0
146,queen angelfish,4,1,0,0
146,beaugregory,1,1,2,0
146,french angelfish,6,1,0,0
146,gray angelfish,5,1,0,0
146,blue parrotfish,2,1,0,0
146,goldspot goby,1,1,0,0
146,reef butterflyfish,2,1,0,0
146,doctorfish,3,1,0,0
146,yellowhead wrasse,3,1,0,0
146,redband parrotfish,2,1.25,15,0
146,stoplight parrotfish,2,1.25,9,0
146,striped parrotfish,2,5,7,0
146,yellowtail snapper,3,3.25,0,0
146,bar jack,3,2.25,0,0
146,white grunt,4,1,4,0
146,blue tang,4,1,0,0
146,atlantic spadefish,6,1,0,0
146,bluestriped grunt,5,1,13,0
146,bicolor damselfish,2,1,0,0
146,bluehead wrasse,3,1,0,0
146,redband parrotfish,3,1,2,0
146,beaugregory,2,0,1,0
146,butter hamlet,2,0,2,0
146,butter hamlet,3,0,1,0
146,clown wrasse,2,0,1,0
146,colon goby,1,0,3,0
146,french grunt,3,0,1,0
146,french grunt,4,0,1,0
146,gray snapper,3,0,1,0
146,gray snapper,6,0,1,0
146,midnight parrotfish,5,0,1,0
146,ocean surgeonfish,4,0,1,0
146,pallid goby,1,0,1,0
146,schoolmaster snapper,5,0,1,0
146,schoolmaster snapper,6,0,1,0
146,sharpnose puffer,1,0,1,0
146,sharpnose puffer,2,0,1,0
146,stoplight parrotfish,3,0,1,0
146,stoplight parrotfish,4,0,1,0
146,stoplight parrotfish,5,0,1,0
146,stoplight parrotfish,6,0,1,0
146,white grunt,5,0,13,0
146,yellowtail snapper,4,0,1,0
146,graysby,2,0,0,1
147,blue tang,3,2,0,0
147,doctorfish,4,1,0,0
147,clown wrasse,2,1,0,0
147,greenblotch parrotfish,1,1,0,0
147,ocean surgeonfish,3,1,0,0
147,reef butterflyfish,2,1,0,0
147,yellowhead wrasse,1,1,2,0
147,trumpetfish,4,3,0,0
147,blue chromis,2,3,1,0
147,bluelip parrotfish,1,3,0,0
147,striped parrotfish,2,1,0,0
147,sharpnose puffer,1,4,16,0
147,bicolor damselfish,1,10,33,0
147,bluehead wrasse,1,7.5,0,0
147,redband parrotfish,1,1,12,0
147,princess parrotfish,1,1,0,0
147,masked goby,1,10,0,0
147,atlantic spadefish,5,1,3,0
147,creole wrasse,1,1,0,0
147,redband parrotfish,2,5,3,0
147,princess parrotfish,2,0.5,8,0
147,atlantic spadefish,6,19,0,0
147,creole wrasse,2,98,0,0
147,porkfish,6,1,0,0
147,white grunt,3,1,0,0
147,french grunt,3,1,0,0
147,graysby,4,1,0,2
147,hogfish,6,1,0,0
147,foureye butterflyfish,2,1,0,0
147,brown chromis,3,1,0,0
147,gray angelfish,6,1,0,0
147,bandtail puffer,2,1,0,0
147,queen angelfish,6,1,0,0
147,rock beauty,3,1,0,0
147,butter hamlet,2,1,1,0
147,stoplight parrotfish,5,1,0,0
147,harlequin bass,2,1,1,0
147,slender filefish,1,1,0,0
147,french angelfish,5,1,0,0
147,spotted goatfish,3,1,0,0
147,mutton snapper,6,1,0,0
147,scrawled filefish,6,1,0,0
147,blue parrotfish,6,1,0,0
147,yellowhead wrasse,2,2,7,0
147,striped parrotfish,3,2,1,0
147,bicolor damselfish,2,30,23,0
147,bluehead wrasse,2,22.5,34,0
147,princess parrotfish,3,3,0,0
147,redband parrotfish,4,1,0,0
147,princess parrotfish,5,0.5,0,0
147,doctorfish,5,1,0,0
147,clown wrasse,3,1,0,0
147,greenblotch parrotfish,2,1,0,0
147,ocean surgeonfish,4,1,0,0
147,reef butterflyfish,3,1,0,0
147,yellowhead wrasse,3,1,5,0
147,trumpetfish,6,1,0,0
147,blue chromis,3,1,0,0
147,bluelip parrotfish,2,1,0,0
147,striped parrotfish,5,1,0,0
147,sharpnose puffer,2,1,0,0
147,redband parrotfish,5,1,1,0
147,princess parrotfish,6,1,0,0
147,creole wrasse,3,1,0,0
147,bluehead wrasse,3,0,1,0
147,bridled goby,1,0,19,0
147,goldspot goby,1,0,7,0
147,graysby,2,0,1,2
147,graysby,3,0,2,2
147,harlequin bass,1,0,1,0
147,longspine squirrelfish,4,0,1,0
147,longspine squirrelfish,5,0,3,0
147,pallid goby,1,0,1,0
147,redband parrotfish,3,0,1,0
147,spotfin butterflyfish,3,0,1,0
147,graysby,1,0,0,1
147,lionfish,5,0,0,2
147,lionfish,6,0,0,1
147,spotted moray,6,0,0,1
148,spanish hogfish,1,2,0,0
148,sharpnose puffer,1,2,9,0
148,graysby,2,1,0,1
148,blue tang,3,2,0,0
148,reef butterflyfish,2,2,0,0
148,doctorfish,3,1,0,0
148,blue dartfish,2,2,0,0
148,yellowhead wrasse,2,2,13,0
148,squirrelfish,5,2,1,0
148,bluelip parrotfish,1,2,0,0
148,princess parrotfish,2,3,2,0
148,white grunt,5,4,1,0
148,bicolor damselfish,1,56.25,50,0
148,bluehead wrasse,1,2.75,30,0
148,redband parrotfish,2,6.75,8,0
148,blue chromis,2,3.75,6,0
148,masked goby,1,85,691,0
148,brown chromis,2,1,1,0
148,brown chromis,3,4,1,0
148,harlequin bass,1,1,0,0
148,porkfish,5,1,0,0
148,smooth trunkfish,4,1,0,0
148,rock beauty,2,1,1,0
148,scrawled filefish,6,1,0,0
148,butter hamlet,2,1,0,0
148,spotted moray,6,1,0,1
148,cero,6,1,0,0
148,spotted goatfish,3,1,1,0
148,banded butterflyfish,4,1,0,0
148,creole wrasse,1,1,0,0
148,gray angelfish,6,1,0,0
148,yellowhead jawfish,2,1,0,0
148,striped parrotfish,2,1,3,0
148,puddingwife,6,1,0,0
148,blue angelfish,6,1,0,0
148,bluehead wrasse,2,7.25,25,0
148,bicolor damselfish,2,18.75,19,0
148,redband parrotfish,4,1.25,0,0
148,blue chromis,3,1.25,0,0
148,graysby,3,1,2,4
148,doctorfish,4,1,1,0
148,yellowhead wrasse,3,1,0,0
148,squirrelfish,6,1,1,0
148,bluelip parrotfish,2,1,0,0
148,princess parrotfish,5,1,0,0
148,bluehead wrasse,3,1,1,0
148,redband parrotfish,5,1,0,0
148,beaugregory,2,0,2,0
148,blue chromis,1,0,2,0
148,bridled goby,1,0,9,0
148,bridled goby,2,0,1,0
148,creole wrasse,2,0,120,0
148,foureye butterflyfish,2,0,4,0
148,goldspot goby,1,0,21,0
148,goldspot goby,2,0,4,0
148,greenblotch parrotfish,1,0,1,0
148,harlequin bass,2,0,2,0
148,hogfish,6,0,1,0
148,neon goby,1,0,2,0
148,pallid goby,1,0,24,0
148,pallid goby,2,0,3,0
148,porkfish,2,0,1,0
148,queen angelfish,5,0,1,0
148,redband parrotfish,1,0,22,0
148,redband parrotfish,3,0,4,0
148,roughhead blenny,1,0,1,0
148,spanish hogfish,2,0,1,0
148,spotfin butterflyfish,2,0,2,0
148,stoplight parrotfish,6,0,1,0
148,yellowhead wrasse,1,0,4,0
148,coney,4,0,0,2
148,graysby,4,0,0,3
148,graysby,5,0,0,1
148,lionfish,5,0,0,6
148,lionfish,6,0,0,2
148,mutton snapper,6,0,0,1
148,spotted scorpionfish,5,0,0,2
149,sergeant major,1,1,0,0
149,bluehead wrasse,2,3,8,0
149,redband parrotfish,1,1,3,0
149,striped parrotfish,1,1,49,0
149,white grunt,2,1,2,0
149,redband parrotfish,2,3.5,9,0
149,striped parrotfish,2,10.25,61,0
149,white grunt,3,5,12,0
149,cocoa damselfish,2,1,0,0
149,slippery dick,2,1,4,0
149,yellowtail damselfish,3,1,0,0
149,blue tang,5,1,0,0
149,ocean surgeonfish,4,1,0,0
149,bandtail puffer,3,1,0,0
149,spotted moray,6,1,1,2
149,yellowhead wrasse,3,1,0,0
149,butter hamlet,2,1,3,0
149,redband parrotfish,3,1.5,3,0
149,striped parrotfish,4,2.75,1,0
149,white grunt,4,1,7,0
149,sergeant major,2,1,0,0
149,bluehead wrasse,3,1,0,0
149,striped parrotfish,5,1,0,0
149,white grunt,5,1,3,0
149,beaugregory,2,0,2,0
149,bicolor damselfish,1,0,2,0
149,bluestriped grunt,3,0,2,0
149,bluestriped grunt,4,0,14,0
149,bluestriped grunt,5,0,2,0
149,bridled goby,1,0,5,0
149,colon goby,1,0,2,0
149,french grunt,1,0,1,0
149,french grunt,2,0,122,0
149,french grunt,3,0,4,0
149,french grunt,4,0,1,0
149,goldspot goby,1,0,3,0
149,goldspot goby,2,0,1,0
149,highhat,3,0,2,0
149,puddingwife,2,0,2,0
149,roughhead blenny,1,0,1,0
149,sharpnose puffer,2,0,1,0
149,stoplight parrotfish,1,0,4,0
149,stoplight parrotfish,2,0,14,0
149,stoplight parrotfish,3,0,3,0
149,stoplight parrotfish,4,0,1,0
149,striped parrotfish,3,0,3,0
149,threespot damselfish,1,0,1,0
149,threespot damselfish,2,0,7,0
149,tomtate,4,0,1,0
149,yellowhead wrasse,2,0,2,0
149,yellowtail snapper,3,0,1,0
149,cubera snapper,6,0,0,1
149,gag grouper,6,0,0,1
149,red grouper,6,0,0,1
149,spotted moray,5,0,0,1
150,cocoa damselfish,1,1,0,0
150,ocean surgeonfish,4,2,0,0
150,blue tang,2,1,0,0
150,stoplight parrotfish,3,1,2,0
150,gray snapper,5,7,0,0
150,bar jack,2,1,0,0
150,redband parrotfish,1,2,19,0
150,striped parrotfish,1,1,1,0
150,bar jack,3,19,0,0
150,striped parrotfish,2,8,36,0
150,yellowtail snapper,3,1,0,0
150,clown wrasse,2,1,0,0
150,black hamlet,3,1,0,0
150,spotted moray,6,1,1,0
150,slippery dick,1,1,0,0
150,white grunt,2,1,14,0
150,butter hamlet,3,1,0,0
150,trumpetfish,6,1,2,0
150,redband parrotfish,2,5,20,0
150,striped parrotfish,3,2,0,0
150,cocoa damselfish,2,1,0,0
150,blue tang,3,1,1,0
150,stoplight parrotfish,5,1,0,0
150,redband parrotfish,3,1,3,0
150,striped parrotfish,4,1,0,0
150,bicolor damselfish,1,0,2,0
150,bicolor damselfish,2,0,1,0
150,black hamlet,2,0,2,0
150,bluehead wrasse,2,0,21,0
150,bluehead wrasse,3,0,2,0
150,bluestriped grunt,3,0,1,0
150,bluestriped grunt,4,0,2,0
150,bluestriped grunt,5,0,2,0
150,bridled goby,1,0,1,0
150,butter hamlet,2,0,3,0
150,colon goby,1,0,4,0
150,dusky damselfish,1,0,1,0
150,dusky damselfish,2,0,1,0
150,foureye butterflyfish,2,0,1,0
150,hogfish,3,0,1,0
150,masked goby,1,0,14,0
150,queen angelfish,3,0,1,0
150,redband parrotfish,5,0,5,0
150,redtail parrotfish,4,0,2,0
150,roughhead blenny,1,0,5,0
150,sand diver,5,0,1,0
150,sharpnose puffer,1,0,1,0
150,sharpnose puffer,2,0,2,0
150,stoplight parrotfish,1,0,4,0
150,stoplight parrotfish,2,0,14,0
150,stoplight parrotfish,4,0,2,0
150,threespot damselfish,2,0,7,0
150,white grunt,3,0,4,0
150,white grunt,4,0,21,0
150,white grunt,5,0,1,0
150,yellowhead wrasse,2,0,5,0
150,yellowhead wrasse,4,0,1,0
150,goldentail moray,6,0,0,1
150,graysby,4,0,0,1
150,scamp,6,0,0,1
151,reef butterflyfish,3,2,0,0
151,foureye butterflyfish,2,2,6,0
151,spotted goatfish,4,2,0,0
151,stoplight parrotfish,5,2,0,0
151,sharpnose puffer,1,2,7,0
151,french angelfish,6,2,0,0
151,yellowhead wrasse,2,2,2,0
151,ocean surgeonfish,3,3,1,0
151,striped parrotfish,1,3,0,0
151,bluehead wrasse,1,15,0,0
151,bicolor damselfish,1,10,9,0
151,princess parrotfish,5,6,2,0
151,masked goby,1,47,782,0
151,redtail parrotfish,1,1,0,0
151,brown chromis,2,11.25,0,0
151,blue chromis,1,14.25,0,0
151,french grunt,2,1,0,0
151,creole wrasse,1,1,0,0
151,blue runner,5,75,0,0
151,redtail parrotfish,2,0.75,0,0
151,french grunt,3,9,7,0
151,creole wrasse,2,29,0,0
151,porkfish,5,1,2,0
151,queen parrotfish,5,1,0,0
151,rock beauty,2,1,1,0
151,butter hamlet,1,1,0,0
151,bridled goby,1,1,4,0
151,clown wrasse,2,1,0,0
151,tobaccofish,2,1,0,0
151,hogfish,5,1,0,0
151,greenblotch parrotfish,2,1,0,0
151,spanish hogfish,4,2,0,0
151,knobbed porgy,5,1,0,0
151,chub sp.,6,1,0,0
151,gray snapper,6,1,0,0
151,longsnout butterflyfish,2,1,0,0
151,redtail parrotfish,3,3.5,0,0
151,redtail parrotfish,5,1.75,0,0
151,brown chromis,3,3.75,0,0
151,blue chromis,2,4.75,6,0
151,blue runner,6,25,0,0
151,yellowhead wrasse,3,1,0,0
151,ocean surgeonfish,5,1,0,0
151,striped parrotfish,2,1,0,0
151,bluehead wrasse,2,1,0,0
151,creole wrasse,3,1,0,0
151,bicolor damselfish,2,0,10,0
151,blue hamlet,2,0,1,0
151,bridled goby,2,0,1,0
151,french grunt,4,0,17,0
151,goldspot goby,1,0,14,0
151,goldspot goby,2,0,1,0
151,graysby,3,0,1,1
151,greenblotch parrotfish,1,0,1,0
151,harlequin bass,1,0,1,0
151,pallid goby,1,0,17,0
151,princess parrotfish,3,0,1,0
151,princess parrotfish,4,0,1,0
151,purple reeffish,2,0,1,0
151,redband parrotfish,1,0,5,0
151,redband parrotfish,2,0,3,0
151,redband parrotfish,4,0,1,0
151,spotfin butterflyfish,3,0,2,0
151,spotted drum,2,0,1,0
151,spotted trunkfish,2,0,1,0
151,white grunt,5,0,2,0
151,graysby,1,0,0,1
151,graysby,4,0,0,2
151,graysby,5,0,0,2
151,green moray,6,0,0,1
151,spotted moray,4,0,0,1
152,ocean surgeonfish,3,2,0,0
152,french grunt,4,2,1,0
152,blue tang,3,1,0,0
152,foureye butterflyfish,2,2,2,0
152,reef butterflyfish,2,2,0,0
152,gray angelfish,5,1,0,0
152,creole wrasse,3,2,4,0
152,rock beauty,3,1,0,0
152,princess parrotfish,1,1,0,0
152,graysby,2,1,0,1
152,colon goby,1,3,0,0
152,blue parrotfish,6,4,3,0
152,bluehead wrasse,1,23.25,18,0
152,blue chromis,2,8,4,0
152,bicolor damselfish,1,24,9,0
152,redband parrotfish,1,12.75,6,0
152,yellowhead wrasse,1,3.75,8,0
152,masked goby,1,13,159,0
152,striped parrotfish,2,6,3,0
152,blue runner,5,225,50,0
152,goldspot goby,1,1,10,0
152,spotted goatfish,4,1,0,0
152,barred hamlet,2,1,0,0
152,dusky damselfish,2,1,0,0
152,harlequin bass,2,1,1,0
152,white grunt,5,1,0,0
152,clown wrasse,2,1,0,0
152,sharpnose puffer,1,1,6,0
152,banded butterflyfish,3,1,0,0
152,rock beauty,4,1,0,0
152,princess parrotfish,5,1,0,0
152,graysby,3,1,0,3
152,bluehead wrasse,2,7.75,38,0
152,redband parrotfish,2,3.25,2,0
152,yellowhead wrasse,2,1.25,3,0
152,striped parrotfish,4,1,1,0
152,blue runner,6,75,0,0
152,blue tang,4,1,0,0
152,gray angelfish,6,1,0,0
152,rock beauty,5,1,0,0
152,princess parrotfish,6,1,0,0
152,graysby,5,1,0,7
152,redband parrotfish,3,1,0,0
152,striped parrotfish,5,1,1,0
152,beaugregory,2,0,1,0
152,bicolor damselfish,2,0,7,0
152,bluehead wrasse,3,0,2,0
152,bridled goby,1,0,10,0
152,bridled goby,2,0,2,0
152,goldspot goby,2,0,4,0
152,greenblotch parrotfish,1,0,6,0
152,harlequin bass,1,0,1,0
152,pallid goby,1,0,1,0
152,porkfish,5,0,1,0
152,redband parrotfish,5,0,1,0
152,rock beauty,2,0,1,0
152,smooth trunkfish,2,0,1,0
152,spotted scorpionfish,6,0,1,1
152,striped parrotfish,1,0,4,0
152,striped parrotfish,3,0,5,0
152,striped parrotfish,6,0,1,0
152,trumpetfish,6,0,1,0
152,yellowhead wrasse,3,0,2,0
152,graysby,4,0,0,7
152,lionfish,6,0,0,1
153,blue tang,3,2,0,0
153,cocoa damselfish,1,1,0,0
153,bicolor damselfish,1,2,2,0
153,white grunt,2,1,0,0
153,sharpnose puffer,1,2,3,0
153,yellowtail snapper,3,3,0,0
153,redband parrotfish,2,4.5,8,0
153,stoplight parrotfish,1,1.75,12,0
153,striped parrotfish,1,1,22,0
153,striped parrotfish,2,3,9,0
153,gray snapper,6,1,0,0
153,bluestriped grunt,5,1,5,0
153,butter hamlet,2,1,2,0
153,hogfish,5,1,0,0
153,ocean surgeonfish,3,1,0,0
153,tan hamlet,3,1,0,0
153,threespot damselfish,2,1,3,0
153,trumpetfish,6,1,5,0
153,black hamlet,3,1,0,0
153,cocoa damselfish,2,2,0,0
153,white grunt,3,1,0,0
153,stoplight parrotfish,2,3.5,4,0
153,redband parrotfish,3,1.5,2,0
153,stoplight parrotfish,4,0.75,0,0
153,bicolor damselfish,2,1,0,0
153,white grunt,6,1,0,0
153,sharpnose puffer,2,1,3,0
153,stoplight parrotfish,5,1,0,0
153,striped parrotfish,3,1,3,0
153,blue parrotfish,2,0,1,0
153,bluehead wrasse,1,0,3,0
153,bluestriped grunt,4,0,3,0
153,bridled goby,1,0,2,0
153,colon goby,1,0,4,0
153,french angelfish,3,0,1,0
153,goldspot goby,1,0,3,0
153,goldspot goby,2,0,3,0
153,gray snapper,5,0,2,0
153,harlequin bass,2,0,1,0
153,masked goby,1,0,28,0
153,midnight parrotfish,5,0,1,0
153,neon goby,1,0,1,0
153,neon goby,2,0,1,0
153,redband parrotfish,1,0,9,0
153,redband parrotfish,4,0,2,0
153,saddled blenny,2,0,1,0
153,squirrelfish,4,0,1,0
153,stoplight parrotfish,3,0,1,0
153,striped parrotfish,4,0,1,0
