session,site,habitat,octocoral,stony,relief_cm,species_order,family,binomial,species,size_bin,predator_presence,nocturnal,position,behavior,max_length,colouration,cryptic_behaviour,SVC_date,SVC_max_depth,SVC_area,SVC_abundance,SVC_density,pred_date,pred_depth,pred_area,pred_abundance,pred_density,SVC_pred_difference,total_density,log_difference,average_depth
146,BISC-P15a,Patch,75,5,55.51219512195122,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-17,20,78.53981634,1,0.01273239544731026,2014-09-17,20,9240,2,2.1645021645021645e-4,0.012515945230860043,0.012948845663760478,2.423820713871785,20
146,BISC-P15a,Patch,75,5,55.51219512195122,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-17,20,78.53981634,1,0.01273239544731026,2014-09-17,20,9240,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,20
146,BISC-P15a,Patch,75,5,55.51219512195122,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,20,78.53981634,0,0,2014-09-17,20,9240,1,1.0822510822510823e-4,-1.0822510822510823e-4,1.0822510822510823e-4,-0.10275973395776905,20
147,BISC-W12,Continuous,40,5,37.80769230769231,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,4,1,0,demersal,solitary,80,none,1,2014-09-17,61,153.93804,3,0.01948836038187832,2014-09-17,57.5,2000,0,0,0.01948836038187832,0.01948836038187832,3.019856938642871,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,61,153.93804,1,0.006496120127292773,2014-09-17,57.5,2000,2,0.001,0.005496120127292773,0.007496120127292773,1.3212383897670819,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-17,61,153.93804,1,0.006496120127292773,2014-09-17,57.5,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-17,61,153.93804,1,0.006496120127292773,2014-09-17,57.5,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,2,0.001,-0.001,0.001,-0.6931471805599454,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,2,0.001,-0.001,0.001,-0.6931471805599454,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,1,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,2,0.001,-0.001,0.001,-0.6931471805599454,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,59.25
147,BISC-W12,Continuous,40,5,37.80769230769231,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-17,61,153.93804,0,0,2014-09-17,57.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,59.25
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,55,153.93804,1,0.006496120127292773,2014-09-17,55,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,55
148,BISC-W13,Continuous,30,2,29.5,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-17,55,153.93804,1,0.006496120127292773,2014-09-17,55,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,55
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,55,153.93804,1,0.006496120127292773,2014-09-17,55,2000,4,0.002,0.004496120127292773,0.008496120127292773,0.9157732816589181,55
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Epinephelidae,Cephalopholis fulva,coney,4,1,1,demersal,solitary,41,conspicuous,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,2,0.001,-0.001,0.001,-0.6931471805599454,55
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,3,0.0015,-0.0015,0.0015,-0.9162907318741551,55
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55
148,BISC-W13,Continuous,30,2,29.5,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,5,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,6,0.003,-0.003,0.003,-1.3862943611198908,55
148,BISC-W13,Continuous,30,2,29.5,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,2,0.001,-0.001,0.001,-0.6931471805599454,55
148,BISC-W13,Continuous,30,2,29.5,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,55
148,BISC-W13,Continuous,30,2,29.5,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,5,1,0,demersal,solitary,50,cryptic,1,2014-09-17,55,153.93804,0,0,2014-09-17,55,2000,2,0.001,-0.001,0.001,-0.6931471805599454,55
149,BISC-P7a,Patch,27,2,40.05714285714286,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-18,11,78.53981634,1,0.01273239544731026,2014-09-18,10,2520,2,7.936507936507937e-4,0.011938744653659466,0.013526046240961055,2.0355045803629297,10.5
149,BISC-P7a,Patch,27,2,40.05714285714286,Perciformes,Lutjanidae,Lutjanus cyanopterus,cubera snapper,6,1,0,demersal,solitary,160,cryptic,1,2014-09-18,11,78.53981634,0,0,2014-09-18,10,2520,1,3.968253968253968e-4,-3.968253968253968e-4,3.968253968253968e-4,-0.3342020880866734,10.5
149,BISC-P7a,Patch,27,2,40.05714285714286,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,6,1,0,demersal,solitary,145,none,1,2014-09-18,11,78.53981634,0,0,2014-09-18,10,2520,1,3.968253968253968e-4,-3.968253968253968e-4,3.968253968253968e-4,-0.3342020880866734,10.5
149,BISC-P7a,Patch,27,2,40.05714285714286,Perciformes,Epinephelidae,Epinephelus morio,red grouper,6,1,0,demersal,solitary,125,none,1,2014-09-18,11,78.53981634,0,0,2014-09-18,10,2520,1,3.968253968253968e-4,-3.968253968253968e-4,3.968253968253968e-4,-0.3342020880866734,10.5
149,BISC-P7a,Patch,27,2,40.05714285714286,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2014-09-18,11,78.53981634,0,0,2014-09-18,10,2520,1,3.968253968253968e-4,-3.968253968253968e-4,3.968253968253968e-4,-0.3342020880866734,10.5
150,BISC-P9a,Patch,1,6,48.18181818181818,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,5,1,1,demersal,schooling,89,none,0,2014-09-18,24,78.53981634,7,0.08912676813117182,2014-09-18,24,2709,0,0,0.08912676813117182,0.08912676813117182,4.501217214066449,24
150,BISC-P9a,Patch,1,6,48.18181818181818,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-18,24,78.53981634,1,0.01273239544731026,2014-09-18,24,2709,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,24
150,BISC-P9a,Patch,1,6,48.18181818181818,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-18,24,78.53981634,1,0.01273239544731026,2014-09-18,24,2709,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,24
150,BISC-P9a,Patch,1,6,48.18181818181818,Anguilliformes,Muraenidae,Gymnothorax miliaris,goldentail moray,6,1,0,benthic,solitary,70,conspicuous,1,2014-09-18,24,78.53981634,0,0,2014-09-18,24,2709,1,3.6913990402362494e-4,-3.6913990402362494e-4,3.6913990402362494e-4,-0.31418273540449526,24
150,BISC-P9a,Patch,1,6,48.18181818181818,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,24,78.53981634,0,0,2014-09-18,24,2709,1,3.6913990402362494e-4,-3.6913990402362494e-4,3.6913990402362494e-4,-0.31418273540449526,24
150,BISC-P9a,Patch,1,6,48.18181818181818,Perciformes,Epinephelidae,Mycteroperca phenax,scamp,6,1,0,demersal,solitary,107,conspicuous,0,2014-09-18,24,78.53981634,0,0,2014-09-18,24,2709,1,3.6913990402362494e-4,-3.6913990402362494e-4,3.6913990402362494e-4,-0.31418273540449526,24
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-18,64,153.93804,1,0.006496120127292773,2014-09-18,62.5,2000,0,0,0.006496120127292773,0.006496120127292773,2.0143855703270273,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,1,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,2,0.001,-0.001,0.001,-0.6931471805599454,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,2,0.001,-0.001,0.001,-0.6931471805599454,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Anguilliformes,Muraenidae,Gymnothorax funebris,green moray,6,1,1,demersal,solitary,250,none,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,63.25
151,BISC-W60-2b,Continuous,5,2,49.88461538461539,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,4,1,0,benthic,solitary,200,conspicuous,1,2014-09-18,64,153.93804,0,0,2014-09-18,62.5,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,63.25
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,57,153.93804,1,0.006496120127292773,2014-09-18,56,2000,1,5e-4,0.005996120127292772,0.006996120127292773,1.6089204622188626,56.5
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,57,153.93804,1,0.006496120127292773,2014-09-18,56,2000,3,0.0015,0.004996120127292773,0.007996120127292772,1.0980948384528721,56.5
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,57,153.93804,1,0.006496120127292773,2014-09-18,56,2000,7,0.0035,0.002996120127292773,0.009996120127292773,0.5103081735507535,56.5
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Scorpaeniformes,Scorpaenidae,Scorpaena plumieri,spotted scorpionfish,6,1,0,demersal,solitary,50,cryptic,1,2014-09-18,57,153.93804,0,0,2014-09-18,56,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,56.5
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-18,57,153.93804,0,0,2014-09-18,56,2000,7,0.0035,-0.0035,0.0035,-1.5040773967762737,56.5
152,BISC-W60-6d,Continuous,5,3,27.58974358974359,Scorpaeniformes,Scorpaenidae,Pterois volitans,lionfish,6,1,1,demersal,solitary,45.7,conspicuous,1,2014-09-18,57,153.93804,0,0,2014-09-18,56,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,56.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Perciformes,Lutjanidae,Lutjanus griseus,gray snapper,6,1,1,demersal,schooling,89,none,0,2014-09-19,27,78.53981634,1,0.01273239544731026,2014-09-19,26,2448,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,26.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-19,27,78.53981634,1,0.01273239544731026,2014-09-19,26,2448,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,26.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,5,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,27,78.53981634,0,0,2014-09-19,26,2448,1,4.084967320261438e-4,-4.084967320261438e-4,4.084967320261438e-4,-0.3425229881513667,26.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Perciformes,Epinephelidae,Epinephelus striatus,nassau grouper,6,1,0,demersal,solitary,100,conspicuous,1,2014-09-19,27,78.53981634,0,0,2014-09-19,26,2448,1,4.084967320261438e-4,-4.084967320261438e-4,4.084967320261438e-4,-0.3425229881513667,26.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,27,78.53981634,0,0,2014-09-19,26,2448,1,4.084967320261438e-4,-4.084967320261438e-4,4.084967320261438e-4,-0.3425229881513667,26.5
153,BISC-P10a,Patch,10,10,66.3076923076923,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,27,78.53981634,0,0,2014-09-19,26,2448,2,8.169934640522876e-4,-8.169934640522876e-4,8.169934640522876e-4,-0.5971831922982016,26.5
154,BISC-P14a,Patch,10,5,20.06896551724138,Syngnathiformes,Aulostomidae,Aulostomus maculatus,trumpetfish,6,1,0,demersal,solitary,80,none,1,2014-09-19,10,78.53981634,1,0.01273239544731026,2014-09-19,12,2940,0,0,0.01273239544731026,0.01273239544731026,2.619757672683737,11
154,BISC-P14a,Patch,10,5,20.06896551724138,Perciformes,Epinephelidae,Mycteroperca microlepis,gag grouper,5,1,0,demersal,solitary,145,none,1,2014-09-19,10,78.53981634,0,0,2014-09-19,12,2940,1,3.401360544217687e-4,-3.401360544217687e-4,3.401360544217687e-4,-0.2927711419592516,11
154,BISC-P14a,Patch,10,5,20.06896551724138,Anguilliformes,Muraenidae,Gymnothorax vicinus,purplemouth moray,6,1,0,demersal,solitary,122,none,1,2014-09-19,10,78.53981634,0,0,2014-09-19,12,2940,1,3.401360544217687e-4,-3.401360544217687e-4,3.401360544217687e-4,-0.2927711419592516,11
154,BISC-P14a,Patch,10,5,20.06896551724138,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,5,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,10,78.53981634,0,0,2014-09-19,12,2940,3,0.0010204081632653062,-0.0010204081632653062,0.0010204081632653062,-0.7032995520239629,11
154,BISC-P14a,Patch,10,5,20.06896551724138,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,10,78.53981634,0,0,2014-09-19,12,2940,3,0.0010204081632653062,-0.0010204081632653062,0.0010204081632653062,-0.7032995520239629,11
155,BISC-W60-11c,Continuous,80,5,25.615384615384617,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,55,153.93804,1,0.006496120127292773,2014-09-19,50,2000,2,0.001,0.005496120127292773,0.007496120127292773,1.3212383897670819,52.5
155,BISC-W60-11c,Continuous,80,5,25.615384615384617,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,55,153.93804,0,0,2014-09-19,50,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
155,BISC-W60-11c,Continuous,80,5,25.615384615384617,Perciformes,Lutjanidae,Lutjanus analis,mutton snapper,6,1,0,demersal,solitary,94,cryptic,0,2014-09-19,55,153.93804,0,0,2014-09-19,50,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
155,BISC-W60-11c,Continuous,80,5,25.615384615384617,Perciformes,Epinephelidae,Epinephelus adscensionis,rock hind,6,1,0,demersal,solitary,60,conspicuous,1,2014-09-19,55,153.93804,0,0,2014-09-19,50,2000,1,5e-4,-5e-4,5e-4,-0.4054651081081646,52.5
155,BISC-W60-11c,Continuous,80,5,25.615384615384617,Anguilliformes,Muraenidae,Gymnothorax moringa,spotted moray,6,1,0,benthic,solitary,200,conspicuous,1,2014-09-19,55,153.93804,0,0,2014-09-19,50,2000,2,0.001,-0.001,0.001,-0.6931471805599454,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,2,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,52,153.93804,1,0.006496120127292773,2014-09-19,53,2000,4,0.002,0.004496120127292773,0.008496120127292773,0.9157732816589181,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,3,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,9,0.0045,-0.0045,0.0045,-1.7047480922384253,52.5
156,BISC-W60-4b,Continuous,60,5,27.923076923076923,Perciformes,Epinephelidae,Cephalopholis cruentata,graysby,4,1,1,demersal,solitary,33,conspicuous,1,2014-09-19,52,153.93804,0,0,2014-09-19,53,2000,2,0.001,-0.001,0.001,-0.6931471805599454,52.5
